layer,geoid,topic,stratification,period,value
Zip code,54902,FVDEYLCV,NOT4,2023-2024,4141
Zip code,54902,FVDEYLCV,OTH52,2023-2024,84
Zip code,54902,FVDEYLCV,P,2023-2024,17
Zip code,54902,FVDEYLCV,P1,2023-2024,5
Zip code,54902,FVDEYLCV,PK1,2023-2024,32
Zip code,54902,FVDEYLCV,Q,2023-2024,300
Zip code,54902,FVDEYLCV,SIG1,2023-2024,94
Zip code,54902,FVDEYLCV,SPE2,2023-2024,103
Zip code,54902,FVDEYLCV,SPE3,2023-2024,125
Zip code,54902,FVDEYLCV,SWD1,2023-2024,631
Zip code,54902,FVDEYLCV,SWO1,2023-2024,3510
Zip code,54902,FVDEYLCV,W,2023-2024,2970
Zip code,54902,FVDEYLCV,X1012,2023-2024,418
Zip code,54902,FVDEYLCV,X113,2023-2024,399
Zip code,54902,FVDEYLCV,X1210,2023-2024,447
Zip code,54902,FVDEYLCV,X1S2,2023-2024,222
Zip code,54902,FVDEYLCV,X2N2,2023-2024,201
Zip code,54902,FVDEYLCV,X3R2,2023-2024,212
Zip code,54902,FVDEYLCV,X4T2,2023-2024,201
Zip code,54902,FVDEYLCV,X5T3,2023-2024,223
Zip code,54902,FVDEYLCV,X6T3,2023-2024,217
Zip code,54902,FVDEYLCV,X7T2,2023-2024,218
Zip code,54902,FVDEYLCV,X8T2,2023-2024,249
Zip code,54902,FVDEYLCV,X9T3,2023-2024,405
Zip code,54904,FVDEYLCV,,2023-2024,1273
Zip code,54904,FVDEYLCV,A,2023-2024,84
Zip code,54904,FVDEYLCV,AUT2,2023-2024,26
Zip code,54904,FVDEYLCV,B,2023-2024,26
Zip code,54904,FVDEYLCV,ECO1,2023-2024,242
Zip code,54904,FVDEYLCV,EL1,2023-2024,50
Zip code,54904,FVDEYLCV,EMO1,2023-2024,6
Zip code,54904,FVDEYLCV,ENG3,2023-2024,1223
Zip code,54904,FVDEYLCV,FEM3,2023-2024,628
Zip code,54904,FVDEYLCV,H,2023-2024,50
Zip code,54904,FVDEYLCV,KIN2,2023-2024,138
Zip code,54904,FVDEYLCV,MAL15,2023-2024,645
Zip code,54904,FVDEYLCV,NOT2,2023-2024,1129
Zip code,54904,FVDEYLCV,NOT3,2023-2024,1031
Zip code,54904,FVDEYLCV,NOT4,2023-2024,1273
Zip code,54904,FVDEYLCV,OTH52,2023-2024,27
Zip code,54904,FVDEYLCV,Q,2023-2024,74
Zip code,54904,FVDEYLCV,SIG1,2023-2024,15
Zip code,54904,FVDEYLCV,SPE2,2023-2024,10
Zip code,54904,FVDEYLCV,SPE3,2023-2024,39
Zip code,54904,FVDEYLCV,SWD1,2023-2024,144
Zip code,54904,FVDEYLCV,SWO1,2023-2024,1129
Zip code,54904,FVDEYLCV,W,2023-2024,1039
Zip code,54904,FVDEYLCV,X1S2,2023-2024,139
Zip code,54904,FVDEYLCV,X2N2,2023-2024,134
Zip code,54904,FVDEYLCV,X3R2,2023-2024,137
Zip code,54904,FVDEYLCV,X4T2,2023-2024,131
Zip code,54904,FVDEYLCV,X5T3,2023-2024,158
Zip code,54904,FVDEYLCV,X6T3,2023-2024,149
Zip code,54904,FVDEYLCV,X7T2,2023-2024,139
Zip code,54904,FVDEYLCV,X8T2,2023-2024,148
Zip code,54911,FVDEYLCV,,2023-2024,5094
Zip code,54911,FVDEYLCV,A,2023-2024,546
Zip code,54911,FVDEYLCV,AUT2,2023-2024,108
Zip code,54911,FVDEYLCV,B,2023-2024,243
Zip code,54911,FVDEYLCV,ECO1,2023-2024,2430
Zip code,54911,FVDEYLCV,EL1,2023-2024,436
Zip code,54911,FVDEYLCV,EMO1,2023-2024,40
Zip code,54911,FVDEYLCV,ENG3,2023-2024,4658
Zip code,54911,FVDEYLCV,FEM3,2023-2024,2579
Zip code,54911,FVDEYLCV,H,2023-2024,612
Zip code,54911,FVDEYLCV,INT7,2023-2024,11
Zip code,54911,FVDEYLCV,K41,2023-2024,776
Zip code,54911,FVDEYLCV,KIN2,2023-2024,374
Zip code,54911,FVDEYLCV,MAL15,2023-2024,2213
Zip code,54911,FVDEYLCV,NOT2,2023-2024,4305
Zip code,54911,FVDEYLCV,NOT3,2023-2024,2646
Zip code,54911,FVDEYLCV,NOT4,2023-2024,5091
Zip code,54911,FVDEYLCV,OTH52,2023-2024,137
Zip code,54911,FVDEYLCV,P,2023-2024,27
Zip code,54911,FVDEYLCV,P1,2023-2024,8
Zip code,54911,FVDEYLCV,PK1,2023-2024,61
Zip code,54911,FVDEYLCV,Q,2023-2024,368
Zip code,54911,FVDEYLCV,SIG1,2023-2024,59
Zip code,54911,FVDEYLCV,SPE2,2023-2024,81
Zip code,54911,FVDEYLCV,SPE3,2023-2024,146
Zip code,54911,FVDEYLCV,SWD1,2023-2024,705
Zip code,54911,FVDEYLCV,SWO1,2023-2024,4305
Zip code,54911,FVDEYLCV,W,2023-2024,3290
Zip code,54911,FVDEYLCV,X1012,2023-2024,86
Zip code,54911,FVDEYLCV,X113,2023-2024,104
Zip code,54911,FVDEYLCV,X1210,2023-2024,78
Zip code,54911,FVDEYLCV,X1S2,2023-2024,384
Zip code,54911,FVDEYLCV,X2N2,2023-2024,386
Zip code,54911,FVDEYLCV,X3R2,2023-2024,373
Zip code,54911,FVDEYLCV,X4T2,2023-2024,405
Zip code,54911,FVDEYLCV,X5T3,2023-2024,395
Zip code,54911,FVDEYLCV,X6T3,2023-2024,413
Zip code,54911,FVDEYLCV,X7T2,2023-2024,596
Zip code,54911,FVDEYLCV,X8T2,2023-2024,585
Zip code,54911,FVDEYLCV,X9T3,2023-2024,78
Zip code,54913,FVDEYLCV,,2023-2024,2369
Zip code,54913,FVDEYLCV,A,2023-2024,175
Zip code,54913,FVDEYLCV,AUT2,2023-2024,41
Zip code,54913,FVDEYLCV,B,2023-2024,95
Zip code,54913,FVDEYLCV,ECO1,2023-2024,713
Zip code,54913,FVDEYLCV,EL1,2023-2024,142
Zip code,54913,FVDEYLCV,EMO1,2023-2024,20
Zip code,54913,FVDEYLCV,ENG3,2023-2024,2227
Zip code,54913,FVDEYLCV,FEM3,2023-2024,1161
Zip code,54913,FVDEYLCV,H,2023-2024,226
Zip code,54913,FVDEYLCV,INT7,2023-2024,16
Zip code,54913,FVDEYLCV,K41,2023-2024,76
Zip code,54913,FVDEYLCV,KIN2,2023-2024,96
Zip code,54913,FVDEYLCV,MAL15,2023-2024,1208
Zip code,54913,FVDEYLCV,NOT2,2023-2024,1987
Zip code,54913,FVDEYLCV,NOT3,2023-2024,1656
Zip code,54913,FVDEYLCV,NOT4,2023-2024,2369
Zip code,54913,FVDEYLCV,OTH52,2023-2024,95
Zip code,54913,FVDEYLCV,P,2023-2024,31
Zip code,54913,FVDEYLCV,P1,2023-2024,3
Zip code,54913,FVDEYLCV,PK1,2023-2024,5
Zip code,54913,FVDEYLCV,Q,2023-2024,99
Zip code,54913,FVDEYLCV,SIG1,2023-2024,28
Zip code,54913,FVDEYLCV,SPE2,2023-2024,88
Zip code,54913,FVDEYLCV,SPE3,2023-2024,29
Zip code,54913,FVDEYLCV,SWD1,2023-2024,333
Zip code,54913,FVDEYLCV,SWO1,2023-2024,1987
Zip code,54913,FVDEYLCV,W,2023-2024,1740
Zip code,54913,FVDEYLCV,X1012,2023-2024,383
Zip code,54913,FVDEYLCV,X113,2023-2024,411
Zip code,54913,FVDEYLCV,X1210,2023-2024,434
Zip code,54913,FVDEYLCV,X1S2,2023-2024,97
Zip code,54913,FVDEYLCV,X2N2,2023-2024,107
Zip code,54913,FVDEYLCV,X3R2,2023-2024,107
Zip code,54913,FVDEYLCV,X4T2,2023-2024,107
Zip code,54913,FVDEYLCV,X5T3,2023-2024,113
Zip code,54913,FVDEYLCV,X9T3,2023-2024,433
Zip code,54914,FVDEYLCV,,2023-2024,4077
Zip code,54914,FVDEYLCV,A,2023-2024,604
Zip code,54914,FVDEYLCV,AUT2,2023-2024,79
Zip code,54914,FVDEYLCV,B,2023-2024,296
Zip code,54914,FVDEYLCV,ECO1,2023-2024,2224
Zip code,54914,FVDEYLCV,EL1,2023-2024,541
Zip code,54914,FVDEYLCV,EMO1,2023-2024,44
Zip code,54914,FVDEYLCV,ENG3,2023-2024,3536
Zip code,54914,FVDEYLCV,FEM3,2023-2024,1957
Zip code,54914,FVDEYLCV,H,2023-2024,537
Zip code,54914,FVDEYLCV,KIN2,2023-2024,295
Zip code,54914,FVDEYLCV,MAL15,2023-2024,2013
Zip code,54914,FVDEYLCV,NOT2,2023-2024,3290
Zip code,54914,FVDEYLCV,NOT3,2023-2024,1853
Zip code,54914,FVDEYLCV,NOT4,2023-2024,4077
Zip code,54914,FVDEYLCV,OTH52,2023-2024,192
Zip code,54914,FVDEYLCV,P,2023-2024,38
Zip code,54914,FVDEYLCV,P1,2023-2024,22
Zip code,54914,FVDEYLCV,PK1,2023-2024,13
Zip code,54914,FVDEYLCV,Q,2023-2024,289
Zip code,54914,FVDEYLCV,SIG1,2023-2024,59
Zip code,54914,FVDEYLCV,SPE2,2023-2024,158
Zip code,54914,FVDEYLCV,SPE3,2023-2024,128
Zip code,54914,FVDEYLCV,SWD1,2023-2024,787
Zip code,54914,FVDEYLCV,SWO1,2023-2024,3290
Zip code,54914,FVDEYLCV,W,2023-2024,2291
Zip code,54914,FVDEYLCV,X1012,2023-2024,340
Zip code,54914,FVDEYLCV,X113,2023-2024,355
Zip code,54914,FVDEYLCV,X1210,2023-2024,373
Zip code,54914,FVDEYLCV,X1S2,2023-2024,315
Zip code,54914,FVDEYLCV,X2N2,2023-2024,346
Zip code,54914,FVDEYLCV,X3R2,2023-2024,322
Zip code,54914,FVDEYLCV,X4T2,2023-2024,312
Zip code,54914,FVDEYLCV,X5T3,2023-2024,326
Zip code,54914,FVDEYLCV,X6T3,2023-2024,340
Zip code,54914,FVDEYLCV,X7T2,2023-2024,247
Zip code,54914,FVDEYLCV,X8T2,2023-2024,211
Zip code,54914,FVDEYLCV,X9T3,2023-2024,282
Zip code,54915,FVDEYLCV,,2023-2024,5593
Zip code,54915,FVDEYLCV,A,2023-2024,625
Zip code,54915,FVDEYLCV,AUT2,2023-2024,137
Zip code,54915,FVDEYLCV,B,2023-2024,189
Zip code,54915,FVDEYLCV,ECO1,2023-2024,2202
Zip code,54915,FVDEYLCV,EL1,2023-2024,568
Zip code,54915,FVDEYLCV,EMO1,2023-2024,69
Zip code,54915,FVDEYLCV,ENG3,2023-2024,5025
Zip code,54915,FVDEYLCV,FEM3,2023-2024,2634
Zip code,54915,FVDEYLCV,H,2023-2024,716
Zip code,54915,FVDEYLCV,INT7,2023-2024,24
Zip code,54915,FVDEYLCV,K41,2023-2024,20
Zip code,54915,FVDEYLCV,KIN2,2023-2024,457
Zip code,54915,FVDEYLCV,MAL15,2023-2024,2959
Zip code,54915,FVDEYLCV,NOT2,2023-2024,4587
Zip code,54915,FVDEYLCV,NOT3,2023-2024,3391
Zip code,54915,FVDEYLCV,NOT4,2023-2024,5593
Zip code,54915,FVDEYLCV,OTH52,2023-2024,181
Zip code,54915,FVDEYLCV,P,2023-2024,29
Zip code,54915,FVDEYLCV,P1,2023-2024,4
Zip code,54915,FVDEYLCV,PK1,2023-2024,41
Zip code,54915,FVDEYLCV,Q,2023-2024,326
Zip code,54915,FVDEYLCV,SIG1,2023-2024,56
Zip code,54915,FVDEYLCV,SPE2,2023-2024,129
Zip code,54915,FVDEYLCV,SPE3,2023-2024,228
Zip code,54915,FVDEYLCV,SWD1,2023-2024,968
Zip code,54915,FVDEYLCV,SWO1,2023-2024,4587
Zip code,54915,FVDEYLCV,UNK2,2023-2024,1
Zip code,54915,FVDEYLCV,UNK6,2023-2024,1
Zip code,54915,FVDEYLCV,W,2023-2024,3704
Zip code,54915,FVDEYLCV,X1012,2023-2024,341
Zip code,54915,FVDEYLCV,X113,2023-2024,377
Zip code,54915,FVDEYLCV,X1210,2023-2024,403
Zip code,54915,FVDEYLCV,X1S2,2023-2024,501
Zip code,54915,FVDEYLCV,X2N2,2023-2024,502
Zip code,54915,FVDEYLCV,X3R2,2023-2024,484
Zip code,54915,FVDEYLCV,X4T2,2023-2024,503
Zip code,54915,FVDEYLCV,X5T3,2023-2024,482
Zip code,54915,FVDEYLCV,X6T3,2023-2024,509
Zip code,54915,FVDEYLCV,X7T2,2023-2024,299
Zip code,54915,FVDEYLCV,X8T2,2023-2024,276
Zip code,54915,FVDEYLCV,X9T3,2023-2024,398
Zip code,54942,FVDEYLCV,,2023-2024,1927
Zip code,54942,FVDEYLCV,A,2023-2024,38
Zip code,54942,FVDEYLCV,B,2023-2024,10
Zip code,54942,FVDEYLCV,ECO1,2023-2024,240
Zip code,54942,FVDEYLCV,EL1,2023-2024,70
Zip code,54942,FVDEYLCV,EMO1,2023-2024,15
Zip code,54942,FVDEYLCV,ENG3,2023-2024,1857
Zip code,54942,FVDEYLCV,FEM3,2023-2024,922
Zip code,54942,FVDEYLCV,H,2023-2024,125
Zip code,54942,FVDEYLCV,K41,2023-2024,168
Zip code,54942,FVDEYLCV,KIN2,2023-2024,174
Zip code,54942,FVDEYLCV,MAL15,2023-2024,1005
Zip code,54942,FVDEYLCV,NOT2,2023-2024,1619
Zip code,54942,FVDEYLCV,NOT3,2023-2024,1574
Zip code,54942,FVDEYLCV,NOT4,2023-2024,1927
Zip code,54942,FVDEYLCV,OTH52,2023-2024,49
Zip code,54942,FVDEYLCV,P,2023-2024,8
Zip code,54942,FVDEYLCV,P1,2023-2024,2
Zip code,54942,FVDEYLCV,PK1,2023-2024,7
Zip code,54942,FVDEYLCV,Q,2023-2024,42
Zip code,54942,FVDEYLCV,SIG1,2023-2024,9
Zip code,54942,FVDEYLCV,SPE2,2023-2024,14
Zip code,54942,FVDEYLCV,SPE3,2023-2024,72
Zip code,54942,FVDEYLCV,SWD1,2023-2024,195
Zip code,54942,FVDEYLCV,SWO1,2023-2024,1619
Zip code,54942,FVDEYLCV,W,2023-2024,1702
Zip code,54942,FVDEYLCV,X1S2,2023-2024,214
Zip code,54942,FVDEYLCV,X2N2,2023-2024,198
Zip code,54942,FVDEYLCV,X3R2,2023-2024,220
Zip code,54942,FVDEYLCV,X4T2,2023-2024,189
Zip code,54942,FVDEYLCV,X5T3,2023-2024,197
Zip code,54942,FVDEYLCV,X6T3,2023-2024,167
Zip code,54942,FVDEYLCV,X7T2,2023-2024,217
Zip code,54942,FVDEYLCV,X8T2,2023-2024,176
Zip code,54944,FVDEYLCV,,2023-2024,2354
Zip code,54944,FVDEYLCV,A,2023-2024,40
Zip code,54944,FVDEYLCV,B,2023-2024,21
Zip code,54944,FVDEYLCV,ECO1,2023-2024,415
Zip code,54944,FVDEYLCV,EL1,2023-2024,26
Zip code,54944,FVDEYLCV,EMO1,2023-2024,12
Zip code,54944,FVDEYLCV,ENG3,2023-2024,2328
Zip code,54944,FVDEYLCV,FEM3,2023-2024,1140
Zip code,54944,FVDEYLCV,H,2023-2024,124
Zip code,54944,FVDEYLCV,K41,2023-2024,50
Zip code,54944,FVDEYLCV,KIN2,2023-2024,77
Zip code,54944,FVDEYLCV,MAL15,2023-2024,1214
Zip code,54944,FVDEYLCV,NOT2,2023-2024,2134
Zip code,54944,FVDEYLCV,NOT3,2023-2024,1939
Zip code,54944,FVDEYLCV,NOT4,2023-2024,2354
Zip code,54944,FVDEYLCV,OTH52,2023-2024,54
Zip code,54944,FVDEYLCV,P,2023-2024,3
Zip code,54944,FVDEYLCV,PK1,2023-2024,3
Zip code,54944,FVDEYLCV,Q,2023-2024,58
Zip code,54944,FVDEYLCV,SIG1,2023-2024,10
Zip code,54944,FVDEYLCV,SPE2,2023-2024,55
Zip code,54944,FVDEYLCV,SPE3,2023-2024,20
Zip code,54944,FVDEYLCV,SWD1,2023-2024,220
Zip code,54944,FVDEYLCV,SWO1,2023-2024,2134
Zip code,54944,FVDEYLCV,W,2023-2024,2108
Zip code,54944,FVDEYLCV,X1012,2023-2024,326
Zip code,54944,FVDEYLCV,X113,2023-2024,333
Zip code,54944,FVDEYLCV,X1210,2023-2024,328
Zip code,54944,FVDEYLCV,X1S2,2023-2024,80
Zip code,54944,FVDEYLCV,X2N2,2023-2024,89
Zip code,54944,FVDEYLCV,X3R2,2023-2024,93
Zip code,54944,FVDEYLCV,X4T2,2023-2024,83
Zip code,54944,FVDEYLCV,X5T3,2023-2024,112
Zip code,54944,FVDEYLCV,X6T3,2023-2024,131
Zip code,54944,FVDEYLCV,X7T2,2023-2024,159
Zip code,54944,FVDEYLCV,X8T2,2023-2024,145
Zip code,54944,FVDEYLCV,X9T3,2023-2024,345
Zip code,54952,FVDEYLCV,,2023-2024,3178
Zip code,54952,FVDEYLCV,A,2023-2024,168
Zip code,54952,FVDEYLCV,AUT2,2023-2024,61
Zip code,54952,FVDEYLCV,B,2023-2024,232
Zip code,54952,FVDEYLCV,ECO1,2023-2024,1834
Zip code,54952,FVDEYLCV,EL1,2023-2024,368
Zip code,54952,FVDEYLCV,EMO1,2023-2024,42
Zip code,54952,FVDEYLCV,ENG3,2023-2024,2810
Zip code,54952,FVDEYLCV,FEM3,2023-2024,1561
Zip code,54952,FVDEYLCV,H,2023-2024,707
Zip code,54952,FVDEYLCV,INT7,2023-2024,9
Zip code,54952,FVDEYLCV,K41,2023-2024,177
Zip code,54952,FVDEYLCV,KIN2,2023-2024,209
Zip code,54952,FVDEYLCV,MAL15,2023-2024,1617
Zip code,54952,FVDEYLCV,NOT2,2023-2024,2560
Zip code,54952,FVDEYLCV,NOT3,2023-2024,1344
Zip code,54952,FVDEYLCV,NOT4,2023-2024,3178
Zip code,54952,FVDEYLCV,OTH52,2023-2024,125
Zip code,54952,FVDEYLCV,P,2023-2024,18
Zip code,54952,FVDEYLCV,P1,2023-2024,3
Zip code,54952,FVDEYLCV,PK1,2023-2024,24
Zip code,54952,FVDEYLCV,Q,2023-2024,264
Zip code,54952,FVDEYLCV,SIG1,2023-2024,70
Zip code,54952,FVDEYLCV,SPE2,2023-2024,129
Zip code,54952,FVDEYLCV,SPE3,2023-2024,101
Zip code,54952,FVDEYLCV,SWD1,2023-2024,618
Zip code,54952,FVDEYLCV,SWO1,2023-2024,2560
Zip code,54952,FVDEYLCV,W,2023-2024,1786
Zip code,54952,FVDEYLCV,X1012,2023-2024,247
Zip code,54952,FVDEYLCV,X113,2023-2024,256
Zip code,54952,FVDEYLCV,X1210,2023-2024,220
Zip code,54952,FVDEYLCV,X1S2,2023-2024,210
Zip code,54952,FVDEYLCV,X2N2,2023-2024,209
Zip code,54952,FVDEYLCV,X3R2,2023-2024,221
Zip code,54952,FVDEYLCV,X4T2,2023-2024,189
Zip code,54952,FVDEYLCV,X5T3,2023-2024,238
Zip code,54952,FVDEYLCV,X6T3,2023-2024,225
Zip code,54952,FVDEYLCV,X7T2,2023-2024,230
Zip code,54952,FVDEYLCV,X8T2,2023-2024,229
Zip code,54952,FVDEYLCV,X9T3,2023-2024,294
Zip code,54956,FVDEYLCV,,2023-2024,6497
Zip code,54956,FVDEYLCV,A,2023-2024,263
Zip code,54956,FVDEYLCV,AUT2,2023-2024,81
Zip code,54956,FVDEYLCV,B,2023-2024,184
Zip code,54956,FVDEYLCV,ECO1,2023-2024,2201
Zip code,54956,FVDEYLCV,EL1,2023-2024,232
Zip code,54956,FVDEYLCV,EMO1,2023-2024,92
Zip code,54956,FVDEYLCV,ENG3,2023-2024,6265
Zip code,54956,FVDEYLCV,FEM3,2023-2024,3100
Zip code,54956,FVDEYLCV,H,2023-2024,468
Zip code,54956,FVDEYLCV,INT7,2023-2024,29
Zip code,54956,FVDEYLCV,K41,2023-2024,277
Zip code,54956,FVDEYLCV,KIN2,2023-2024,458
Zip code,54956,FVDEYLCV,MAL15,2023-2024,3397
Zip code,54956,FVDEYLCV,NOT2,2023-2024,5448
Zip code,54956,FVDEYLCV,NOT3,2023-2024,4296
Zip code,54956,FVDEYLCV,NOT4,2023-2024,6497
Zip code,54956,FVDEYLCV,OTH52,2023-2024,135
Zip code,54956,FVDEYLCV,P,2023-2024,27
Zip code,54956,FVDEYLCV,P1,2023-2024,8
Zip code,54956,FVDEYLCV,PK1,2023-2024,33
Zip code,54956,FVDEYLCV,Q,2023-2024,306
Zip code,54956,FVDEYLCV,SIG1,2023-2024,84
Zip code,54956,FVDEYLCV,SPE2,2023-2024,229
Zip code,54956,FVDEYLCV,SPE3,2023-2024,267
Zip code,54956,FVDEYLCV,SWD1,2023-2024,1049
Zip code,54956,FVDEYLCV,SWO1,2023-2024,5448
Zip code,54956,FVDEYLCV,W,2023-2024,5241
Zip code,54956,FVDEYLCV,X1012,2023-2024,478
Zip code,54956,FVDEYLCV,X113,2023-2024,508
Zip code,54956,FVDEYLCV,X1210,2023-2024,466
Zip code,54956,FVDEYLCV,X1S2,2023-2024,415
Zip code,54956,FVDEYLCV,X2N2,2023-2024,504
Zip code,54956,FVDEYLCV,X3R2,2023-2024,466
Zip code,54956,FVDEYLCV,X4T2,2023-2024,455
Zip code,54956,FVDEYLCV,X5T3,2023-2024,470
Zip code,54956,FVDEYLCV,X6T3,2023-2024,481
Zip code,54956,FVDEYLCV,X7T2,2023-2024,489
Zip code,54956,FVDEYLCV,X8T2,2023-2024,505
Zip code,54956,FVDEYLCV,X9T3,2023-2024,492
Zip code,54963,FVDEYLCV,,2023-2024,1057
Zip code,54963,FVDEYLCV,A,2023-2024,8
Zip code,54963,FVDEYLCV,B,2023-2024,10
Zip code,54963,FVDEYLCV,ECO1,2023-2024,297
Zip code,54963,FVDEYLCV,EL1,2023-2024,16
Zip code,54963,FVDEYLCV,EMO1,2023-2024,16
Zip code,54963,FVDEYLCV,ENG3,2023-2024,1041
Zip code,54963,FVDEYLCV,FEM3,2023-2024,530
Zip code,54963,FVDEYLCV,H,2023-2024,71
Zip code,54963,FVDEYLCV,K41,2023-2024,52
Zip code,54963,FVDEYLCV,KIN2,2023-2024,68
Zip code,54963,FVDEYLCV,MAL15,2023-2024,527
Zip code,54963,FVDEYLCV,NOT2,2023-2024,897
Zip code,54963,FVDEYLCV,NOT3,2023-2024,760
Zip code,54963,FVDEYLCV,NOT4,2023-2024,1057
Zip code,54963,FVDEYLCV,OTH52,2023-2024,15
Zip code,54963,FVDEYLCV,P,2023-2024,2
Zip code,54963,FVDEYLCV,PK1,2023-2024,10
Zip code,54963,FVDEYLCV,Q,2023-2024,44
Zip code,54963,FVDEYLCV,SPE2,2023-2024,53
Zip code,54963,FVDEYLCV,SPE3,2023-2024,13
Zip code,54963,FVDEYLCV,SWD1,2023-2024,160
Zip code,54963,FVDEYLCV,SWO1,2023-2024,897
Zip code,54963,FVDEYLCV,W,2023-2024,922
Zip code,54963,FVDEYLCV,X1012,2023-2024,86
Zip code,54963,FVDEYLCV,X113,2023-2024,77
Zip code,54963,FVDEYLCV,X1210,2023-2024,82
Zip code,54963,FVDEYLCV,X1S2,2023-2024,67
Zip code,54963,FVDEYLCV,X2N2,2023-2024,65
Zip code,54963,FVDEYLCV,X3R2,2023-2024,66
Zip code,54963,FVDEYLCV,X4T2,2023-2024,82
Zip code,54963,FVDEYLCV,X5T3,2023-2024,75
Zip code,54963,FVDEYLCV,X6T3,2023-2024,69
Zip code,54963,FVDEYLCV,X7T2,2023-2024,91
Zip code,54963,FVDEYLCV,X8T2,2023-2024,81
Zip code,54963,FVDEYLCV,X9T3,2023-2024,86
Zip code,54986,FVDEYLCV,,2023-2024,1767
Zip code,54986,FVDEYLCV,A,2023-2024,15
Zip code,54986,FVDEYLCV,AUT2,2023-2024,12
Zip code,54986,FVDEYLCV,B,2023-2024,9
Zip code,54986,FVDEYLCV,ECO1,2023-2024,345
Zip code,54986,FVDEYLCV,EL1,2023-2024,8
Zip code,54986,FVDEYLCV,ENG3,2023-2024,1759
Zip code,54986,FVDEYLCV,FEM3,2023-2024,881
Zip code,54986,FVDEYLCV,H,2023-2024,39
Zip code,54986,FVDEYLCV,INT7,2023-2024,7
Zip code,54986,FVDEYLCV,K41,2023-2024,95
Zip code,54986,FVDEYLCV,KIN2,2023-2024,111
Zip code,54986,FVDEYLCV,MAL15,2023-2024,886
Zip code,54986,FVDEYLCV,NOT2,2023-2024,1569
Zip code,54986,FVDEYLCV,NOT3,2023-2024,1422
Zip code,54986,FVDEYLCV,NOT4,2023-2024,1767
Zip code,54986,FVDEYLCV,OTH52,2023-2024,44
Zip code,54986,FVDEYLCV,P,2023-2024,5
Zip code,54986,FVDEYLCV,P1,2023-2024,1
Zip code,54986,FVDEYLCV,PK1,2023-2024,4
Zip code,54986,FVDEYLCV,Q,2023-2024,40
Zip code,54986,FVDEYLCV,SIG1,2023-2024,25
Zip code,54986,FVDEYLCV,SPE2,2023-2024,31
Zip code,54986,FVDEYLCV,SPE3,2023-2024,54
Zip code,54986,FVDEYLCV,SWD1,2023-2024,198
Zip code,54986,FVDEYLCV,SWO1,2023-2024,1569
Zip code,54986,FVDEYLCV,UNK2,2023-2024,5630
Zip code,54986,FVDEYLCV,UNK7,2023-2024,2829
Zip code,54986,FVDEYLCV,W,2023-2024,1658
Zip code,54986,FVDEYLCV,X1012,2023-2024,153
Zip code,54986,FVDEYLCV,X113,2023-2024,113
Zip code,54986,FVDEYLCV,X1210,2023-2024,132
Zip code,54986,FVDEYLCV,X1S2,2023-2024,125
Zip code,54986,FVDEYLCV,X2N2,2023-2024,124
Zip code,54986,FVDEYLCV,X3R2,2023-2024,142
Zip code,54986,FVDEYLCV,X4T2,2023-2024,114
Zip code,54986,FVDEYLCV,X5T3,2023-2024,136
Zip code,54986,FVDEYLCV,X6T3,2023-2024,142
Zip code,54986,FVDEYLCV,X7T2,2023-2024,131
Zip code,54986,FVDEYLCV,X8T2,2023-2024,136
Zip code,54986,FVDEYLCV,X9T3,2023-2024,109
