layer,geoid,topic,stratification,period,value
City or town,5559875,FVDEYLCV,X9T3,2019-2020,88
City or town,5559875,FVDEYLCV,X6T3,2019-2020,80
City or town,5559875,FVDEYLCV,X7T2,2019-2020,76
City or town,5559875,FVDEYLCV,X8T2,2019-2020,88
City or town,5559875,FVDEYLCV,SIG1,2019-2020,15
City or town,5559875,FVDEYLCV,X1S2,2019-2020,71
City or town,5559875,FVDEYLCV,K41,2019-2020,62
City or town,5559875,FVDEYLCV,KIN2,2019-2020,76
City or town,5559875,FVDEYLCV,PK1,2019-2020,5
City or town,5560500,FVDEYLCV,,2019-2020,9747
City or town,5560500,FVDEYLCV,NOT2,2019-2020,5891
City or town,5560500,FVDEYLCV,SWO1,2019-2020,5891
City or town,5560500,FVDEYLCV,EL1,2019-2020,535
City or town,5560500,FVDEYLCV,ENG3,2019-2020,9212
City or town,5560500,FVDEYLCV,FEM3,2019-2020,4741
City or town,5560500,FVDEYLCV,MAL15,2019-2020,5006
City or town,5560500,FVDEYLCV,X4T2,2019-2020,681
City or town,5560500,FVDEYLCV,X5T3,2019-2020,688
City or town,5560500,FVDEYLCV,X6T3,2019-2020,701
City or town,5560500,FVDEYLCV,X7T2,2019-2020,733
City or town,5560500,FVDEYLCV,X8T2,2019-2020,749
City or town,5560500,FVDEYLCV,NOT4,2019-2020,9747
City or town,5560500,FVDEYLCV,A,2019-2020,695
City or town,5560500,FVDEYLCV,Q,2019-2020,465
City or town,5560500,FVDEYLCV,W,2019-2020,7369
City or town,5560500,FVDEYLCV,ECO1,2019-2020,4519
City or town,5560500,FVDEYLCV,NOT3,2019-2020,5168
City or town,5560500,FVDEYLCV,X1S2,2019-2020,682
City or town,5560500,FVDEYLCV,X2N2,2019-2020,701
City or town,5560500,FVDEYLCV,X3R2,2019-2020,637
City or town,5560500,FVDEYLCV,KIN2,2019-2020,676
City or town,5560500,FVDEYLCV,P,2019-2020,39
City or town,5560500,FVDEYLCV,B,2019-2020,606
City or town,5560500,FVDEYLCV,H,2019-2020,572
City or town,5560500,FVDEYLCV,P1,2019-2020,1
City or town,5560500,FVDEYLCV,X1012,2019-2020,719
City or town,5560500,FVDEYLCV,X113,2019-2020,699
City or town,5560500,FVDEYLCV,X1210,2019-2020,745
City or town,5560500,FVDEYLCV,X9T3,2019-2020,702
City or town,5560500,FVDEYLCV,K41,2019-2020,610
City or town,5560500,FVDEYLCV,PK1,2019-2020,24
City or town,5560500,FVDEYLCV,AUT2,2019-2020,10
City or town,5560500,FVDEYLCV,OTH52,2019-2020,12
City or town,5560500,FVDEYLCV,SIG1,2019-2020,8
City or town,5560500,FVDEYLCV,SPE3,2019-2020,23
City or town,5560500,FVDEYLCV,SWD1,2019-2020,65
City or town,5507725,FVDEYLCV,,2019-2020,420
City or town,5507725,FVDEYLCV,NOT2,2019-2020,364
City or town,5507725,FVDEYLCV,SIG1,2019-2020,6
City or town,5507725,FVDEYLCV,SPE3,2019-2020,35
City or town,5507725,FVDEYLCV,SWD1,2019-2020,56
City or town,5507725,FVDEYLCV,SWO1,2019-2020,364
City or town,5507725,FVDEYLCV,ECO1,2019-2020,115
City or town,5507725,FVDEYLCV,NOT3,2019-2020,305
City or town,5507725,FVDEYLCV,EL1,2019-2020,17
City or town,5507725,FVDEYLCV,ENG3,2019-2020,403
City or town,5507725,FVDEYLCV,FEM3,2019-2020,213
City or town,5507725,FVDEYLCV,MAL15,2019-2020,207
City or town,5507725,FVDEYLCV,X1S2,2019-2020,40
City or town,5507725,FVDEYLCV,X2N2,2019-2020,46
City or town,5507725,FVDEYLCV,X3R2,2019-2020,42
City or town,5507725,FVDEYLCV,X4T2,2019-2020,45
City or town,5507725,FVDEYLCV,X5T3,2019-2020,47
City or town,5507725,FVDEYLCV,X6T3,2019-2020,38
City or town,5507725,FVDEYLCV,X7T2,2019-2020,49
City or town,5507725,FVDEYLCV,X8T2,2019-2020,35
City or town,5507725,FVDEYLCV,K41,2019-2020,34
City or town,5507725,FVDEYLCV,KIN2,2019-2020,44
City or town,5507725,FVDEYLCV,NOT4,2019-2020,420
City or town,5507725,FVDEYLCV,P,2019-2020,1
City or town,5507725,FVDEYLCV,A,2019-2020,5
City or town,5507725,FVDEYLCV,B,2019-2020,4
City or town,5507725,FVDEYLCV,H,2019-2020,15
City or town,5507725,FVDEYLCV,P1,2019-2020,1
City or town,5507725,FVDEYLCV,Q,2019-2020,6
City or town,5507725,FVDEYLCV,W,2019-2020,388
City or town,5572725,FVDEYLCV,,2019-2020,1731
City or town,5572725,FVDEYLCV,AUT2,2019-2020,24
City or town,5572725,FVDEYLCV,INT7,2019-2020,6
City or town,5572725,FVDEYLCV,NOT2,2019-2020,1486
City or town,5572725,FVDEYLCV,OTH52,2019-2020,34
City or town,5572725,FVDEYLCV,SIG1,2019-2020,27
City or town,5572725,FVDEYLCV,SPE2,2019-2020,52
City or town,5572725,FVDEYLCV,SPE3,2019-2020,66
City or town,5572725,FVDEYLCV,SWD1,2019-2020,245
City or town,5572725,FVDEYLCV,SWO1,2019-2020,1486
City or town,5572725,FVDEYLCV,ECO1,2019-2020,669
City or town,5572725,FVDEYLCV,NOT3,2019-2020,1062
City or town,5572725,FVDEYLCV,EL1,2019-2020,14
City or town,5572725,FVDEYLCV,ENG3,2019-2020,1717
City or town,5572725,FVDEYLCV,FEM3,2019-2020,811
City or town,5572725,FVDEYLCV,MAL15,2019-2020,920
City or town,5572725,FVDEYLCV,X1S2,2019-2020,98
City or town,5572725,FVDEYLCV,X2N2,2019-2020,76
City or town,5572725,FVDEYLCV,X3R2,2019-2020,101
City or town,5572725,FVDEYLCV,X4T2,2019-2020,101
City or town,5572725,FVDEYLCV,X5T3,2019-2020,108
City or town,5572725,FVDEYLCV,K41,2019-2020,79
City or town,5572725,FVDEYLCV,KIN2,2019-2020,95
City or town,5572725,FVDEYLCV,PK1,2019-2020,8
City or town,5572725,FVDEYLCV,NOT4,2019-2020,1731
City or town,5572725,FVDEYLCV,P,2019-2020,189
City or town,5572725,FVDEYLCV,A,2019-2020,11
City or town,5572725,FVDEYLCV,H,2019-2020,86
City or town,5572725,FVDEYLCV,Q,2019-2020,124
City or town,5572725,FVDEYLCV,W,2019-2020,1316
City or town,5572725,FVDEYLCV,EMO1,2019-2020,12
City or town,5572725,FVDEYLCV,X1012,2019-2020,166
City or town,5572725,FVDEYLCV,X113,2019-2020,170
City or town,5572725,FVDEYLCV,X1210,2019-2020,173
City or town,5572725,FVDEYLCV,X9T3,2019-2020,185
City or town,5572725,FVDEYLCV,B,2019-2020,5
City or town,5572725,FVDEYLCV,X6T3,2019-2020,124
City or town,5572725,FVDEYLCV,X7T2,2019-2020,128
City or town,5572725,FVDEYLCV,X8T2,2019-2020,119
City or town,5573625,FVDEYLCV,,2019-2020,696
City or town,5573625,FVDEYLCV,NOT2,2019-2020,603
City or town,5573625,FVDEYLCV,OTH52,2019-2020,6
City or town,5573625,FVDEYLCV,SIG1,2019-2020,16
City or town,5573625,FVDEYLCV,SPE2,2019-2020,27
City or town,5573625,FVDEYLCV,SPE3,2019-2020,21
City or town,5573625,FVDEYLCV,SWD1,2019-2020,93
City or town,5573625,FVDEYLCV,SWO1,2019-2020,603
City or town,5573625,FVDEYLCV,ECO1,2019-2020,232
City or town,5573625,FVDEYLCV,NOT3,2019-2020,464
City or town,5573625,FVDEYLCV,EL1,2019-2020,24
City or town,5573625,FVDEYLCV,ENG3,2019-2020,672
City or town,5573625,FVDEYLCV,FEM3,2019-2020,340
City or town,5573625,FVDEYLCV,MAL15,2019-2020,356
City or town,5573625,FVDEYLCV,X1S2,2019-2020,42
City or town,5573625,FVDEYLCV,X2N2,2019-2020,50
City or town,5573625,FVDEYLCV,X3R2,2019-2020,46
City or town,5573625,FVDEYLCV,X4T2,2019-2020,46
City or town,5573625,FVDEYLCV,X5T3,2019-2020,43
City or town,5573625,FVDEYLCV,X6T3,2019-2020,48
City or town,5573625,FVDEYLCV,X7T2,2019-2020,49
City or town,5573625,FVDEYLCV,X8T2,2019-2020,58
City or town,5573625,FVDEYLCV,K41,2019-2020,51
City or town,5573625,FVDEYLCV,KIN2,2019-2020,59
City or town,5573625,FVDEYLCV,PK1,2019-2020,7
City or town,5573625,FVDEYLCV,NOT4,2019-2020,696
City or town,5573625,FVDEYLCV,P,2019-2020,1
City or town,5573625,FVDEYLCV,B,2019-2020,3
City or town,5573625,FVDEYLCV,H,2019-2020,68
City or town,5573625,FVDEYLCV,Q,2019-2020,7
City or town,5573625,FVDEYLCV,W,2019-2020,617
City or town,5573625,FVDEYLCV,X1012,2019-2020,43
City or town,5573625,FVDEYLCV,X113,2019-2020,55
City or town,5573625,FVDEYLCV,X1210,2019-2020,43
City or town,5573625,FVDEYLCV,X9T3,2019-2020,56
City or town,5577400,FVDEYLCV,,2019-2020,196
City or town,5577400,FVDEYLCV,NOT2,2019-2020,170
City or town,5577400,FVDEYLCV,SWD1,2019-2020,26
City or town,5577400,FVDEYLCV,SWO1,2019-2020,170
City or town,5577400,FVDEYLCV,ECO1,2019-2020,54
City or town,5577400,FVDEYLCV,NOT3,2019-2020,142
City or town,5577400,FVDEYLCV,ENG3,2019-2020,196
City or town,5577400,FVDEYLCV,FEM3,2019-2020,90
City or town,5577400,FVDEYLCV,MAL15,2019-2020,106
City or town,5577400,FVDEYLCV,X1S2,2019-2020,12
City or town,5577400,FVDEYLCV,X2N2,2019-2020,19
City or town,5577400,FVDEYLCV,X3R2,2019-2020,13
City or town,5577400,FVDEYLCV,X4T2,2019-2020,15
City or town,5577400,FVDEYLCV,X5T3,2019-2020,14
City or town,5577400,FVDEYLCV,K41,2019-2020,17
City or town,5577400,FVDEYLCV,KIN2,2019-2020,11
City or town,5577400,FVDEYLCV,NOT4,2019-2020,196
City or town,5577400,FVDEYLCV,H,2019-2020,3
City or town,5577400,FVDEYLCV,Q,2019-2020,5
City or town,5577400,FVDEYLCV,W,2019-2020,188
City or town,5577400,FVDEYLCV,X1012,2019-2020,7
City or town,5577400,FVDEYLCV,X113,2019-2020,18
City or town,5577400,FVDEYLCV,X1210,2019-2020,14
City or town,5577400,FVDEYLCV,X9T3,2019-2020,14
City or town,5577400,FVDEYLCV,X6T3,2019-2020,7
City or town,5577400,FVDEYLCV,X7T2,2019-2020,20
City or town,5577400,FVDEYLCV,X8T2,2019-2020,15
City or town,5587900,FVDEYLCV,,2019-2020,1759
City or town,5587900,FVDEYLCV,AUT2,2019-2020,19
City or town,5587900,FVDEYLCV,EMO1,2019-2020,12
City or town,5587900,FVDEYLCV,NOT2,2019-2020,1583
City or town,5587900,FVDEYLCV,OTH52,2019-2020,31
City or town,5587900,FVDEYLCV,SIG1,2019-2020,16
City or town,5587900,FVDEYLCV,SPE3,2019-2020,56
City or town,5587900,FVDEYLCV,SWD1,2019-2020,176
City or town,5587900,FVDEYLCV,SWO1,2019-2020,1583
City or town,5587900,FVDEYLCV,ECO1,2019-2020,337
City or town,5587900,FVDEYLCV,NOT3,2019-2020,1422
City or town,5587900,FVDEYLCV,ENG3,2019-2020,1757
City or town,5587900,FVDEYLCV,FEM3,2019-2020,884
City or town,5587900,FVDEYLCV,MAL15,2019-2020,875
City or town,5587900,FVDEYLCV,X1S2,2019-2020,112
City or town,5587900,FVDEYLCV,X2N2,2019-2020,130
City or town,5587900,FVDEYLCV,X3R2,2019-2020,127
City or town,5587900,FVDEYLCV,X4T2,2019-2020,122
City or town,5587900,FVDEYLCV,X5T3,2019-2020,116
City or town,5587900,FVDEYLCV,K41,2019-2020,111
City or town,5587900,FVDEYLCV,KIN2,2019-2020,102
City or town,5587900,FVDEYLCV,PK1,2019-2020,7
City or town,5587900,FVDEYLCV,NOT4,2019-2020,1759
City or town,5587900,FVDEYLCV,A,2019-2020,10
City or town,5587900,FVDEYLCV,B,2019-2020,17
City or town,5587900,FVDEYLCV,H,2019-2020,44
City or town,5587900,FVDEYLCV,Q,2019-2020,41
City or town,5587900,FVDEYLCV,W,2019-2020,1643
City or town,5587900,FVDEYLCV,SPE2,2019-2020,15
City or town,5587900,FVDEYLCV,EL1,2019-2020,2
City or town,5587900,FVDEYLCV,X1012,2019-2020,125
City or town,5587900,FVDEYLCV,X113,2019-2020,138
City or town,5587900,FVDEYLCV,X1210,2019-2020,130
City or town,5587900,FVDEYLCV,X9T3,2019-2020,132
City or town,5587900,FVDEYLCV,P,2019-2020,4
City or town,5587900,FVDEYLCV,X6T3,2019-2020,154
City or town,5587900,FVDEYLCV,X7T2,2019-2020,123
City or town,5587900,FVDEYLCV,X8T2,2019-2020,130
